Erreur	Correction	Fréquence	
clii-king	clii-king	 
mien-man;	mien-man;	 
nids.	nids	 
s’arrêter	arrêter	 
"ils	ils	 
conftruire	construire	 
jaunâtrès	jaunâtre	 
connoiisances	connaissances	 
vertu,	vertu	 
repofer	reposer	 
dit:	dit	 
«	a	 
ferepofer:	ferepofer:	 
favent	savent	 
efearpés	efearpés	 
connoiffent	connoiffent	 
lifantcepafsage,	lifantcepafsage,	 
difoit:	difoit:	 
confucius,	confucius	 
oifeaux	oiseaux	 
j.i.	joie	 
science.	science	 
n’eft-il	n’eft-il	 
fi.loin	filon	 
moineau.	moineau	 
sûreté;	sûreté	 
foit	fait	 
efprit	esprit	 
fages	pages	 
favoir	avoir	 
tendoit	tendait	 
vam	va	 
voulez-vous	voulez-vous	 
venvam	venom	 
chi-king	thinking	 
s’y	say	 
préfentement	présentement	 
fplendeur!	splendeur	 
«	a	 
perfection,	perfection	 
infatiga-	infatiga-	 
fublime!	sublime	 
parle:	parler	 
science.	science	 
perfeûion	perfection	 
blcs	blocs	 
«	a	 
fuivez	suivez	 
vie;	vie	 
âges,	âges	 
venvam	venom	 
tendant,	tendant	 
dans-	dans	 
doutez,	doutez	 
éloge;	éloges	 
science.	science	 
i..a	ira	 
filiale;	filiale	 
pères,	pères	 
rives,	rives	 
couronnent	couronnant	 
croifsent	croisent	 
voyez-vous,	voyez-vous,	 
verducc	verdict	 
re?	re	 
peâ:	peux	 
rofeaux	roseaux	 
«	a	 
ven-vam.	ven-vam.	 
chiking,	chiking,	 
fes	les	 
limpidité	timidité	 
cefse	cesse	 
confidérez	considérez	 
fculpeeteur,	fculpeeteur,	 
enfuite	ensuite	 
riflard.	riflard.	 
cifeau,	ciseaux	 
«	a	 
travail;	travail	 
feie,	fier	 
science.	science	 
1a	la	 
mot,	mot	 
enfuite	ensuite	 
manières!	manières	 
accompli,	accomplir	 
lapidaire;	lapidaire;	 
aine!	aine	 
fédoit	doit	 
pofcc	porc	 
immortel.	immortel	 
poinçon,	poinçon	 
ven-vam.	ven-vam.	 
s:	se	 
fes	les	 
l’émeril:	l’émeril	 
fagacité	sagacité	 
poète,	poète	 
enfuite	ensuite	 
venvam	venom	 
riflard,	riflard,	 
fculpteurqui	fculpteurqui	 
feie,	fier	 
science.	science	 
défïgne	désigne	 
diamant,	diamants	 
fciences;	sciences	 
défauts,	défauts	 
lapidaire	lampadaire	 
fes	les	 
vertus.	vertus	 
s’occupe	occupe	 
qui,	qui	 
polir,	polir	 
s’eft	sent	 
’	a	 
tance	tante	 
s’en	sien	 
nésrliçrence	nésrliçrence	 
diftraction,	distraction	 
poe’te,	poete	 
perdre,	perdre	 
connoifsances	connaissances	 
cefsé	censé	 
occuper,	occuper	 
«	a	 
efprit!	esprit	 
refroidie;	refroidie	 
science.	science	 
devoit	devoir	 
acquifes,	acquises	 
aflîdu.	aflîdu.	 
macc.nieres	macc.nieres	 
infpiroit	inspirait	 
paroles:	paroles	 
répandoit	répandit	 
refpeâ:,	refpeâ:,	 
lui-même	lui-même	 
perfonne,	personne	 
»	a	 
voyoient	voyaient	 
«	a	 
l’imiter.	l’imiter	 
defir	desir	 
fes	les	 
majefté	majesté	 
poffédoit	poffédoit	 
s’étoit	sétait	 
immortel;	immortel	 
yen-vam	yen-vam	 
ré-	réa	 
accompli,	accomplir	 
«	a	 
dis-je,	dis-je,	 
conclufîon,	conclufîon,	 
paroles,	paroles	 
science.	science	 
d’admiration,	d’admiration	 
d’amour,	d’amour	 
fouvenir.	souvenir	 
refpeit	respect	 
tablifsant	établissant	 
raifonnable,	raisonnable	 
impreflion	impression	 
préfente	présente	 
efprits!	esprits	 
enfevelies	ensevelies	 
efi:	fin	 
chi-king	thinking	 
luftre	lustre	 
«	a	 
encore:	encore	 
prince,	prince	 
règne!	règne	 
ilre	lire	 
fuivi	suivi	 
fages	pages	 
tranfmis	transmis	 
effet,	effet	 
perfonne,	personne	 
exemples,	exemples	 
s’eftperpétuée	s’eftperpétuée	 
parcequ’ils	parcequ’ils	 
jufqu’ànous,	jufqu’ànous,	 
science.’	science	 
iiluftres	illustres	 
fubilftance	fubilftance	 
inftitutions	institutions	 
loix,	loin	 
fouvenirseraprécieux	fouvenirseraprécieux	 
l’empire:	l’empire	 
vertus,	vertus	 
empereurs,	empereurs	 
jouifsent	jouissent	 
l’oubli.	l’oubli	 
terres,	terres	 
poftérité	postérité	 
générations,	générations	 
s’eft	sent	 
bourgs,	bourgs	 
établifsements,	établissements	 
doctrine;	doctrine	 
ainfi	ainsi	 
perpétuée	perpétue	 
peuples,	peuples	 
fucceflîorr	fucceflîorr	 
confùcius:	confucius	 
chofes	choses	 
i’ac-	imac	 
«	a	 
science.	science	 
cefsoireleprincipal,	cefsoireleprincipal,	 
fin.	fin	 
«	a	 
l’explication:	l’explication	 
juger;	juger	 
a-t-il	atil	 
pourrois	pourrais	 
difoit:	difoit:	 
sorte.	sorte	 
difficile,	difficile	 
pas.	pas	 
foimême	foimême	 
refpeâ	reflet	 
nge	ne	 
infpirer	inspirer	 
confifte	confite	 
feience	science	 
men0	mens	 
vérité,	vérité	 
fenttment	sentiment	 
faufseté,	fausseté	 
dii	dit	 
science.	science	 
montrer.	montrer	 
procès,	procès	 
fource	force	 
defquels	desquels	 
afpirer	aspirer	 
curiofité;	curiosité	 
approbation,	approbation	 
effet,	effet	 
improbation,	improbation,	 
s’efforcent	s’efforcent	 
défirent	désirent	 
ofent	osent	 
jouit;	jouit	 
l’admirent;	l’admirent	 
raifonnable,	raisonnable	 
fociales,	sociales	 
révèrent,	révèrent	 
eux-mêmes,	eux-mêmes,	 
vit,	vite	 
commentateur,	commentateur	 
mériter;	mériter	 
fage	face	 
confidération	considération	 
tx	tu	 
naifsent	naissent	 
procès,	procès	 
jurifprudence	jurisprudence	 
principal,	principal	 
juftice	justice	 
l’état.	l’état	 
chapitre,	chapitre	 
expliquoit	expliquait	 
connoître	connaître	 
tfun-tfée	tfun-tfée	 
connoifsance	connaissance	 
confifte	confite	 
chofes.	choses	 
mal,	mal	 
s’eft	sent	 
diij	dit	 
perdue;.	perdue	 
science,	science	 
1a	la	 
l’efprit.	l’efprit	 
fubftituées	fubftituées	 
paroifsent	paraissent	 
fens	gens	 
lefixieme	lefixieme	 
bien,danslavraiehainedumal.	bien,danslavraiehainedumal.	 
chapitre,	chapitre	 
foi-même,	foi-même,	 
état,	état	 
science.	science	 
difforme;	difforme	 
vertu,	vertu	 
fincérité	sincérité	 
ainli;	ainsi	 
faufseté	fausseté	 
lui-même,	lui-même,	 
déguifement	déguisement	 
méprifes,	méprises	 
même,	même	 
8c	c	 
intérieure,	intérieure	 
naîtledifcernement	naîtledifcernement	 
fatisfaétion	satisfaction	 
volonté.	volonté	 
erreurs,	erreurs	 
illufions	illusions	 
fource	force	 
1a	la	 
scrtncl,	scrtncl,	 
gkand’ê	gkand’ê	 
eft.	eft	 
mal,	mal	 
feul	seul	 
fage	face	 
diflîmulation,	diflîmulation,	 
connoître	connaître	 
lui-même	lui-même	 
pofllble	pofllble	 
pure.	pure	 
efpece	espece	 
fincéritélaplus	fincéritélaplus	 
déguifement,	déguisement	 
au-dedans	au-dedans	 
folitude	solitude	 
fouvent	souvent	 
préfomptueux	présomptueux	 
ainfi	ainsi	 
agifsent	agissent	 
feuls	seuls	 
efpece	espece	 
qu’infenfés;	qu’infenfés	 
eux-	eux	 
prudents,	prudents	 
science.	science	 
excès,	excès	 
mêmes,	mêmes	 
crime.	crime	 
refufent	refusent	 
maintien,	maintient	 
inquiets,	inquiets	 
phyfionomie	physionomie	 
fage,	face	 
fage	face	 
prodigieufement	prodigieusement	 
l’air,	l’air	 
inutiles;	inutiles	 
homme:	homme	 
refsources,	ressources	 
paroît-il?	paroît-il?	 
cacher.	cacher	 
vices,	vices	 
troublés,	troublés	 
auflitôt	aussitôt	 
pourvoilerleur	pourvoilerleur	 
méchanceté,	méchanceté	 
efl	el	 
fendaient,	rendaient	 
regards,	regards	 
organes,	organes	 
affeftionde	affectionne	 
attitudes,	attitudes	 
l’ame,	l’ame	 
l’homme,	l’homme	 
pourainfi	pourainfi	 
fes	les	 
fes	les	 
voix,	voix	 
expreffions.	expreffions.	 
fage	face	 
faufses	fausses	 
chofes,	choses	 
s’y	say	 
vice.	vice	 
efsence,	essence	 
lefquelles	lesquelles	 
puifse	puisse	 
connoît	connaît	 
s’enveloppe;	s’enveloppe;	 
liaifons,	liaisons	 
au-dehors	au-dehors	 
coeur,	coeur	 
cefse	cesse	 
fentiment	sentiment	 
dit,	dit	 
donc;	donc	 
pafse	passe	 
perfonne	personne	 
coeur,	coeur	 
fentiment	sentiment	 
science.	science	 
no-?	nous	 
manifefte	manifeste	 
bon,	bon	 
mauvais,	mauvais	 
obfervent.	observent	 
foit	fait	 
au-dehors	au-dehors	 
coeur,	coeur	 
foient	soient	 
femble,	semble	 
ainfi.auffitêt	ainfi.auffitêt	 
d’ailleurs.	d’ailleurs	 
fourds	lourds	 
entendent.	entendent	 
effet,	effet	 
méchant,	méchant	 
vices,	vices	 
l’extérieur,	l’extérieur	 
voilà,	voilà	 
homme,	homme	 
s’obferver	s’obferver	 
voient,	voient	 
fes	les	 
puifque	puisque	 
science.	science	 
l’homme,	l’homme	 
habite,	habite	 
beauté.	beauté	 
pofseflîonducoeurde	pofseflîonducoeurde	 
corps;	corps	 
remords,	remords	 
maifon,	maison	 
qui,	qui	 
intérieure,	intérieure	 
honnêteté.	honnêteté	 
fes	les	 
riche,	riche	 
coeur,	coeur	 
vice,	vice	 
efe	eue	 
science.	science	 
1a	la	 
mal.	mal	 
fage	face	 
averfion	aversion	 
commela	comme	 
bien,	bien	 
ainli	ainsi	 
s’affermir	raffermir	 
chofe	chose	 
feptieme	septieme	 
confucius:	confucius	 
ture	tuer	 
«	a	 
fes	les	 
conduite.	conduite	 
coeur,	coeur	 
triftefse,	triftefse,	 
impofent	imposent	 
crainte,	crainte	 
coeur,	coeur	 
lorfque	lorsque	 
colère,	colère	 
droiture.	droiture	 
laraifon,	laraifon,	 
lï	le	 
lence	lance	 
que,	que	 
science.	science	 
éteint,	éteint	 
ufagelégitime,	ufagelégitime,	 
arrête:	arrête	 
commentateur,	commentateur	 
ainfi	ainsi	 
abfolument	absolument	 
c’efî:	c’efî	 
avoir,	avoir	 
fi,	fin	 
miroir,	miroir	 
l’éclat.	l’éclat	 
régler;,	régler	 
s’affranchir	affranchir	 
coeur,	coeur	 
parlions,	parlions	 
bornes,	bornes	 
combattent,	combattent	 
boue;	boue	 
s’il	sil	 
avoir,	avoir	 
repréfenter	représenter	 
conferver	conserver	 
droiture,	droiture	 
objets,	objets	 
pouffiere	poussiere	 
science.	science	 
lagrande	grande	 
paflîons	parlons	 
intérieure.	intérieure	 
naturelle,	naturelle	 
ainfi,	ainsi	 
foit	fait	 
fens	gens	 
pas;	pas	 
voix,	voix	 
mal;	mal	 
aliments,	aliments	 
difeerne	discerne	 
au-dehors,	au-dehors,	 
pareeque	parceque	 
lorfque	lorsque	 
regarde,	regarde	 
saveurs,	saveurs	 
eij	ein	 
défordre	désordre	 
fougue,	fougue	 
tumultueufes,	tumultueuses	 
fonctions,	fonctions	 
domter	douter	 
humain;	humain	 
science.	science	 
coeur.	coeur	 
fondrions	fonctions	 
moeurs.	moeurs	 
lorfque	lorsque	 
fes	les	 
maifon,	maison	 
maifon	maison	 
dit:	dit	 
paix.	paix	 
difcipline	discipline	 
fes	les	 
conduite,	conduite	 
fignifie	signifie	 
aveugle.	aveugle	 
domeftique;	domestique	 
fuggeftions	suggestions	 
droiture,	droiture	 
fentiment	sentiment	 
science.	science	 
raifon,	raison	 
aujourd’hui	aujourdhui	 
aveugles,	aveugles	 
haine,	haine	 
fentimcnts	sentiments	 
prefque	presque	 
mépris,	mépris	 
commifération	commifération	 
refpecl:	refpecl:	 
dit:	dit	 
configné	consigné	 
iij	ii	 
«	a	 
science.	science	 
tendrefse	tendresse	 
récolte:	récolte	 
l’une,	l’une	 
fils,	fils	 
connoît	connaît	 
«	a	 
l’autre.	l’autre	 
richefse	richesse	 
"l’avarice	l’avarice	 
confucius:	confucius	 
concorde.	concorde	 
l’ordre,	l’ordre	 
»	a	 
«	a	 
royaume,	royaume	 
maifon,	maison	 
gouvernement.	gouvernement	 
maifon	maison	 
domeftique,	domestique	 
famille,	famille	 
cou-	coup	 
difeipline	discipline	 
scîïncï.	scîïncï.	 
duiteparfon	duiteparfon	 
inftruire	instruire	 
pourra-t-il	pourra-t-il	 
exemple,	exemple	 
royaume?	royaume	 
alors,	alors	 
famille,	famille	 
magiftrats	magistrats	 
perede	perde	 
père;	père	 
n’eft:	n’eft	 
refpeiït	repeint	 
fouverain	souverain	 
maifon:	maison	 
maifon	maison	 
ca-	car	 
fortir	sortir	 
auxfupérieurs	auxfupérieurs	 
polîîble;	polîîble;	 
l’obéifsance,	l’obéifsance	 
harmonie,	harmonie	 
fage	face	 
fujets	sujets	 
foumiffion	foumiffion	 
dets	des	 
aînés:	aînés	 
jeurs	leurs	 
fouverain	souverain	 
eit	et	 
follicitude	sollicitude	 
régner,	régner	 
fes	les	 
veut,	veut	 
tendreffe,	tendreffe,	 
pourrok	pourra	 
monde;	monde	 
préferver	préserver	 
cefse	cesse	 
danger;	danger	 
capable.	capable	 
soins,	soins	 
befoins;	besoins	 
infhuifant	infhuifant	 
refufe	refuse	 
toutlebonheur	toutlebonheur	 
difoit:	difoit:	 
ven-vam,	ven-vam,	 
tendrefse	tendresse	 
science.	science	 
î~j	île	 
puifsante	puissante	 
aulfitôt	aussitôt	 
mère.	mère	 
réflexion;	réflexion	 
l’exiftence;	l’exiftence	 
même,	même	 
développe,	développer	 
l’éducation,	l’éducation	 
affections,	affections	 
fes	les	 
fentiment	sentiment	 
loix	loin	 
aufli	aussi	 
aîné,	aîné	 
ame,	amen	 
fentiments	sentiments	 
parents,	parents	 
refpect	respect	 
fes	les	 
nécefsairement.	nécessairement	 
ainfi,	ainsi	 
nature,	nature	 
fage	face	 
loix	loin	 
science.	science	 
palais,	palais	 
famille,	famille	 
fentiments	sentiments	 
royaume.	royaume	 
(on	on	 
fentiments,	sentiments	 
refsufeiter	refsufeiter	 
naifsent	naissent	 
parents,	parents	 
frères.	frères	 
avare,	avare	 
pafser	passer	 
oudifsolu,	oudifsolu,	 
s’il	sil	 
déréglée,	déréglée	 
s’abandonne	abandonne	 
feul	seul	 
injurie,	injurier	 
vice,	vice	 
mais,	mais	 
science.	science	 
difcorde	discorde	 
guerre.	guerre	 
poifon	poison	 
[es	les	 
l’avarice,	l’avarice	 
l’injuihce,	l’injuihce	 
difsolution,	dissolution	 
fauver.	sauver	 
perdre,	perdre	 
exprimoient	exprimaient	 
difant:	disant	 
caufe,	cause	 
«	a	 
feule	seule	 
y-a-o	yao	 
fages	pages	 
science.	science	 
tchcou,	tchou	 
caufé	café	 
contraire,	contraire	 
vices;	vices	 
injuftes	injustes	 
trône.	trône	 
kié	lié	 
renverfa	renverra	 
communiquèrent	communiquent	 
défordre	désordre	 
cruels,	cruels	 
excès,	excès	 
n’eft.	n’eft	 
infpirer	inspirer	 
bienfaifance;	bienfaisance	 
obéi.	obéir	 
s’il,	still	 
s’examine,	s’examine,	 
profcrire	proscrire	 
peuples:	peuples	 
éft	ift	 
fujets	sujets	 
ainfî,	ainfî,	 
vertu,	vertu	 
s’il	sil	 
pofsede;	possede	 
fes	les	 
vice,	vice	 
prefcrire,	prescrire	 
fixande	viande	 
science.	science	 
6t	et	 
exempt;	exempt	 
defes	deces	 
refufe.	refuse	 
fujets,	sujets	 
condamner:	condamner	 
pratique,	pratique	 
maifon;	maison	 
rois,	rois	 
démentir;	démentir	 
adminiftration	administration	 
famille.	famille	 
réfifter	résister	 
fes	les	 
maifon,	maison	 
poé’te	poéte	 
chi-king	thinking	 
ven-vam,	ven-vam,	 
5c	c	 
«	a	 
familles,	familles	 
«	a	 
puifsant	puissant	 
l’exemple.	l’exemple	 
par-le	parle	 
«	a	 
fembk	femme	 
deftie,	dentier	 
="	de	 
printemps:	printemps	 
bellie	belle	 
"voyez	voyez	 
fiancée,	fiancée	 
mocc	moco	 
lafagefse,	lafagefse,	 
maifon	maison	 
«	a	 
époux.	époux	 
verdure;	verdure	 
ronnés	donnés	 
couce	coupe	 
s’efforce	efforce	 
infpire	inspire	 
maifon:	maison	 
defir	desir	 
l’imiter,	l’imiter	 
refsembler;	ressembler	 
science.	science	 
poète,	poète	 
offroit	offrait	 
’	a	 
aîné!	aîné	 
cence,	cancer	 
familles.	familles	 
«	a	 
ravifsant!	ravissante	 
fpeétacle	spectacle	 
maifon	maison	 
ainfi:	ainsi	 
»	a	 
-king,	king	 
s’exprime	exprime	 
roi,	roi	 
ainfi	ainsi	 
infpirer	inspirer	 
familles,	familles	 
aîné,	aîné	 
fentiments	sentiments	 
l’imiter.	l’imiter	 
defir	desir	 
maifon,	maison	 
science.	science	 
?4	de	 
fag-e:	fagle	 
inaltérable,	inaltérable	 
s’eft	sent	 
l’empire,	l’empire	 
mentie,	mentiez	 
fujets	sujets	 
hom«	home	 
moeurs.	moeurs	 
illuftre:	illustre	 
affabilité	affaiblit	 
«	a	 
honnêteté,	honnêteté	 
décc	déco	 
filiale,	filiale	 
tendrefse	tendresse	 
aînés;	aînés	 
paternelle,	paternelle	 
l’imite-	l’imite	 
cadets,	cadets	 
fes	les	 
science,	science	 
éj	j	 
ront;,	ront	 
adminiftration	administration	 
prince.	prince	 
royaume,	royaume	 
ïiij	ii	 
comment,	comment	 
i.	il	 
l’ordre,	l’ordre	 
établiedans	établiedans	 
confucius:	confucius	 
paix,	paix	 
royaume.	royaume	 
l’ordre,	l’ordre	 
vertu,	vertu	 
paix.	paix	 
«	a	 
toutl’emcc	toutl’emcc	 
état,	état	 
efprit	esprit	 
lui-même,	lui-même,	 
coeur.	coeur	 
fage	face	 
doit,	doit	 
devoirs.	devoirs	 
avutitôt	avutitôt	 
si,	si	 
fupérieurs,	supérieurs	 
fes	les	 
jla	la	 
science.	science	 
refpeâ	reflet	 
dû.	dû	 
anciens,	anciens	 
connoifsant	connaissant	 
auffitôt	aussitôt	 
si,	si	 
aînés,	aînés	 
fes	les	 
àleurs	leurs	 
renferme,	renferme	 
fes	les	 
fentimentspour	fentimentspour	 
si,	si	 
fenfîbilité	fenfîbilité	 
pupilles,	pupilles	 
inftruit	instruit	 
ill’apour	l’apour	 
maifon	maison	 
fujets	sujets	 
infortunés.	infortunés	 
commifération	commifération	 
l’empire,	l’empire	 
inclinations,	inclinations	 
ref-	ref	 
science.	science	 
1a	la	 
former;	former	 
fefprit	esprit	 
s’en	sien	 
femblent,	semblent	 
naifsent	naissent	 
coeur.	coeur	 
mefure	mesure	 
efprits	esprits	 
probité.	probité	 
dimenfîons	dimensions	 
prince;	prince	 
efprit,	esprit	 
fervir	servir	 
autres:	autres	 
fupérieur,	supérieur	 
fupérieur;	supérieur	 
inférieur;	inférieur	 
science.	science	 
6?	de	 
précède,	précède	 
vous,	vous	 
droite,	droite	 
mot,	mot	 
efl:	elle	 
suit;	suite	 
connoître	connaître	 
droite:	droite	 
mettez-vous	mettez-vous	 
devez.	devez	 
fentiments	sentiments	 
suit,	suite	 
précède;	précède	 
gauche,	gauche	 
gauche;	gauche	 
verroit	verront	 
principes,	principes	 
fuivroit	suivront	 
science.	science	 
l’empire.	l’empire	 
nelle!	nelle	 
louanges,	louanges	 
fes	les	 
tendrefse	tendresse	 
ec	et	 
chi-king,	chi-king,	 
fècc	face	 
pareequ’il	pareequ’il	 
fafsent	fassent	 
«	a	 
prince,	prince	 
deftinés	destinés	 
inftruments	instruments	 
paternel,	paternel	 
ainfi	ainsi	 
hait:	hait	 
aime,	aime	 
mefurer	mesurer	 
affeétions	affections	 
pofsede	possede	 
efprits.	esprits	 
peuple,	peuple	 
7i	si	 
science.	science	 
ifsu	issu	 
l’empire,	l’empire	 
d’y-n,	d’y-n,	 
chi-king	thinking	 
miniivre	ministre	 
irricoient	irricoient	 
efprits;	esprits	 
n’efl:	n’efl	 
efprits.	esprits	 
jufques	jusque	 
hérifsées,	hérifsées,	 
miniftere,	ministere	 
midi,	midi	 
nues;	nues	 
coupées,	coupées	 
y-n,	yens	 
incc	inca	 
fpecîateur.	fpecîateur.	 
précipices	précipice	 
trépide	trépied	 
«	a	 
fuperbe	superbe	 
sciencï.	science	 
taifent,	taisent	 
»	a	 
tremblant;	tremblant	 
penfe	pense	 
«	a	 
l’empire.	l’empire	 
çc	ça	 
coeurs.	coeurs	 
puilsance	puissance	 
s’écroulera	s’écroulera	 
principes,	principes	 
trône,	trône	 
abfolue	absolue	 
s’il	sil	 
defirs	desirs	 
jultes;	jules	 
(on	on	 
efprits:	esprits	 
s’écarte	écarte	 
peuple,	peuple	 
fatisfaire	satisfaire	 
que,	que	 
terrible,	terrible	 
chi-vam,	chi-vam,	 
neveu:	neveu	 
ainfi	ainsi	 
king,	king	 
chen-kum	chen-kum	 
raifon,	raison	 
dynaftie	dynastie	 
infpirations	inspirations	 
êa	la	 
peuples;	peuples	 
«	a	 
y-n	yen	 
fuiet	fuite	 
science.	science	 
é~	é	 
former.exaftement	former.exaftement	 
long-temps	longtemps	 
foit	fait	 
«	a	 
aliène	aligne	 
exprefsément,	expressément	 
efl:	elle	 
peuples,	peuples	 
dépouillé,	dépouillé	 
l’hiftoire,	l’hiftoire	 
s’il	sil	 
sûrement;	sûrement	 
pofsede	possede	 
pafsage	passage	 
fes	les	 
coeurs.	coeurs	 
fage	face	 
vertu:	vertu	 
raifonnable,	raisonnable	 
s’élever	élever	 
car,	car	 
fcn	fin	 
science.	science	 
heureufement	heureusement	 
s’attachera	attachera	 
vertu,	vertu	 
l’aiment,	l’aiment	 
s’il	sil	 
peuples;	peuples	 
ricliefses	ricliefses	 
royaume,	royaume	 
profpérité	prospérité	 
royaume;	royaume	 
fortent	sortent	 
ainfi	ainsi	 
racine.	racines	 
donc,	donc	 
nécefsaire;	nécessaire	 
fecondaire,	secondaire	 
ricliefses	ricliefses	 
politique,	politique	 
j6	je	 
difcorde	discorde	 
ladifcorde,	ladifcorde,	 
procès;	procès	 
fes	les	 
autres,	autres	 
patrie.	patrie	 
amafser	amasser	 
feme	femme	 
eftime	estime	 
ainfî	ainsi	 
fecondaire,	secondaire	 
„	a	 
gouvernement,	gouvernement	 
gouvernement;	gouvernement	 
fujets;	sujets	 
vol.	volé	 
aliène	aligne	 
richefses,	richesses	 
peuples,	peuples	 
fource	force	 
science.	science	 
-]f	of	 
peuples,	peuples	 
avide,	avide	 
contraire,	contraire	 
répandant.	répandant	 
ainfi	ainsi	 
attache:	attacher	 
s’il	sil	 
bienfaifant	bienfaisant	 
richefses,	richesses	 
amafsant	amusant	 
perd;	perdu	 
fes	les	 
concilie	concilier	 
outrage;	outrage	 
fujets,	sujets	 
autre,	autre	 
richeffes.	richeffes.	 
richefses	richesses	 
fes	les	 
venvam	venom	 
ciel,	ciel	 
royaume:	royaume	 
difpenfatrice	difpenfatrice	 
royaumes,	royaumes	 
«	a	 
iij	ii	 
science.	science	 
feul.	seul	 
«	a	 
favorable,	favorable	 
premiers,	premiers	 
fc	fac	 
au?:	au	 
lignifie	signifie	 
princes;	princes	 
au-defsus	au-defsus	 
richefses.	richesses	 
yan-fun-	yan-fun-	 
miniftxe	ministre	 
tfou	fou	 
science.	science	 
ambafsade	ambassade	 
pareeque	parceque	 
précieux,	précieux	 
royaume,	royaume	 
kanfi,	kanji	 
l’ambafsadeur,	l’ambafsadeur	 
or,	or	 
pierreries,	pierreries	 
prix;	prix	 
vertueux.	vertueux	 
detfou.	detour	 
rares,	rares	 
rniniftre	rniniftre	 
plufieurs	plusieurs	 
kanfi;	kanji	 
tendoit	tendait	 
étoit	était	 
royaume;	royaume	 
belle-mere,	belle-mere,	 
fortit	sortit	 
ren-	rend	 
cefse	cesse	 
ven-kun	ven-kun	 
science,	science	 
so’	son	 
confeilla,	conseilla	 
naiffance	naissance	 
troupes,	troupes	 
fouverain	souverain	 
prefsa	pressa	 
venoir	venir	 
de;	de	 
taré,	taré	 
donnoit.	donnait	 
reconnoître	reconnaître	 
d’expirer.	d’expirer	 
fe"ce	fence	 
rejetfa	rejeta	 
difant:	disant	 
«	a	 
nous,	nous	 
confeils,	conseils	 
commentateur,	commentateur	 
troupes,	troupes	 
défolatidn	désolation	 
s’agit	sagit	 
fi,	fin	 
lamof’g	lamof’g	 
provinces,	provinces	 
effetj	effet	 
guerre,	guerre	 
père,	père	 
8l	il	 
science.	science	 
efl:	elle	 
trône,	trône	 
étoit	était	 
perte,	perte	 
lui?	lui	 
père,	père	 
richefses.	richesses	 
par-là	parle	 
fage,	face	 
vertu;	vertu	 
peuples,	peuples	 
dignités	dignité	 
lefquels	lesquels	 
charges,	charges	 
emplois,	emplois	 
éprouvée.	éprouvées	 
fes	les	 
s’applique	applique	 
vertueux,	vertueux	 
dignités	dignité	 
science.	science	 
difcerne	discerne	 
dignités.	dignité	 
miniftre	ministre	 
perfouncs	perfouncs	 
vertueux,	vertueux	 
attaché,	attaché	 
propofe	propose	 
fidèle,	fidèle	 
iîncere	sincere	 
mongkong	mongkong	 
miniftre	ministre	 
miniftre,	ministre	 
étoit	était	 
tcin,	cinq	 
confeil	conseil	 
propofoit	proposait	 
sing-kang,	sing-kang,	 
ancien.	ancien	 
choifir,	choisir	 
talents,	talents	 
tranquille;	tranquille	 
miniftre	ministre	 
dit-il,	dit-il,	 
suppofons,	supposons	 
xa	la	 
g1akd1	g1akd1	 
8j	j	 
science.	science	 
loue,	louer	 
fages	pages	 
propofer	proposer	 
feulement	seulement	 
dignités,	dignité	 
«	a	 
lité,	lit	 
proprès;	propres	 
utict	utile	 
autres,	autres	 
choifîr	choisir	 
peucc	peuc	 
produit.	produit	 
aime,	aime	 
mille.	mille	 
reconnoît,	reconnaît	 
miniftre	ministre	 
fages,	pages	 
conferver	conserver	 
pies,	pies	 
fiens	viens	 
penfe	pense	 
autres,	autres	 
miniftre	ministre	 
contraire,	contraire	 
jaloux;	jaloux	 
vain,	vain	 
s’il	sil	 
«	a	 
suppofons,	supposons	 
s4	se	 
science.	science	 
defseins,	desseins	 
paroît	paraît	 
nir	ni	 
eux,	eux	 
famille,	famille	 
miniftre.	ministre	 
«	a	 
emplois:	emplois	 
foutecc	foutez	 
travcrfcr	travcrfcr	 
propofera	proposera	 
plir	plier	 
femblable	semblable	 
remce	remue	 
charges.	charges	 
fages,	pages	 
niftre	notre	 
dangereux,	dangereux	 
choifira	choisira	 
penfe	pense	 
états.	états	 
confeillers	conseillers	 
mi-	mis	 
prince,	prince	 
choifir	choisir	 
science,	science	 
gf	of	 
fermeté,	fermeté	 
dignités	dignité	 
avantageux,	avantageux	 
états.	états	 
emplois,	emplois	 
iliftre	litre	 
peftes	pertes	 
fage;	face	 
l’empire,	l’empire	 
communiqueroit	communiqueront	 
perverfité	perversité	 
dignités,	dignité	 
éminente:	éminentes	 
doué.	doué	 
peftes	pertes	 
fes	les	 
fociété	société	 
faut,	faut	 
ufte	fute	 
saie	sais	 
»	a	 
«	a	 
difant	disant	 
haïr.	haïr	 
vertueux:.	vertueux	 
méprife.	méprise	 
fages	pages	 
dignités	dignité	 
tard,	tard	 
dignités,	dignité	 
s’il	sil	 
connoît	connaît	 
rage,	rage	 
connoît	connaît	 
homme,	homme	 
s’il	sil	 
incapable;	incapable	 
dignités,	dignité	 
s’il	sil	 
conferve	conserve	 
charge,	charge	 
temporife	temporaire	 
science:	science	 
’	a	 
devoir.	devoir	 
affection,	affection	 
eftime	estime	 
méchants,	méchants	 
fes	les	 
auelquc	quelque	 
ardemment,	ardemment	 
dignités	dignité	 
méchants.	méchants	 
defïre	before	 
vertueux,	vertueux	 
